"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","COUNTERPART_COUNTRY.ID","COUNTERPART_COUNTRY","FREQUENCY.ID","FREQUENCY","SCALE.ID","SCALE","TRADE_FLOW.ID","TRADE_FLOW","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.GAB.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","GAB","Gabon","A","Annual","6","Millions","MG","Imports of goods","28.299911","46.694993","111.957806","72.257191","41.540503","76.556244","69.241119","53.588751","44.186217"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.GIN.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","GIN","Guinea","A","Annual","6","Millions","MG","Imports of goods","0.988655","0.107819","77.883071","98.967728","97.215295","102.61475","172.0195721897935","154.4179624942476","189.8299555671278"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.CIV.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","CIV","Côte d'Ivoire","A","Annual","6","Millions","XG","Exports of goods","67.867369","54.622558","52.85064","79.012955","62.566873","129.386927","114.546207","82.174363","83.893309"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.MKD.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","MKD","North Macedonia, Republic of","A","Annual","6","Millions","XG","Exports of goods","52.574097","45.565895","52.275763","27.344379","34.522557","81.198642","202.9428141283219","102.6525687142767","60.01832469421649"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.MKD.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","MKD","North Macedonia, Republic of","A","Annual","6","Millions","MG","Imports of goods","81.856535","87.082163","67.244366","79.632442","93.946216","94.339425","89.38784570705169","79.37239051523169","78.04306854580165"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.KHM.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","KHM","Cambodia","A","Annual","6","Millions","MG","Imports of goods","136.345792","161.534405","191.025261","223.828244","190.541594","202.044237","104.299936","80.722316","66.559002"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.JOR.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","JOR","Jordan","A","Annual","6","Millions","XG","Exports of goods","156.62194","133.966041","588.757766","365.13343","246.500099","247.932494","168.0000495161599","221.5015329927926","240.1038008518167"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.JOR.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","JOR","Jordan","A","Annual","6","Millions","MG","Imports of goods","17.948362","22.9691","14.309898","24.995201","83.267041","67.93286","114.1985553427185","94.87952644847496","363.7579182475244"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.GAB.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","GAB","Gabon","A","Annual","6","Millions","XG","Exports of goods","0.837268","1.021098","6.588284","5.311061","5.752542","13.163535","16.114373","11.560296","11.802119"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.MLI.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","MLI","Mali","A","Annual","6","Millions","MG","Imports of goods","0.652886","6.319777","0.027367","5.49158","0.472434","0.65414","0.000990566736279733","",""
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.SOM.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","SOM","Somalia","A","Annual","6","Millions","XG","Exports of goods","0.861665","0.966108","5.076567","1.671032","6.886724","14.773516","6.736270141197366","4.832538649283357","4.933627347636171"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.TKM.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","TKM","Turkmenistan","A","Annual","6","Millions","XG","Exports of goods","570.577033","344.242997","288.870467","543.360869","631.904657","725.020546","","",""
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.BDI.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","BDI","Burundi","A","Annual","6","Millions","MG","Imports of goods","1.181281","1.362818","1.030323","1.16878","0.956307","1.523869","","",""
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.SYC.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","SYC","Seychelles","A","Annual","6","Millions","XG","Exports of goods","5.571335","7.847314","5.717297","4.479308","3.455441","3.26048","0.7846765232358947","0.7198798589760862","1.053927480360644"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.MNG.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","MNG","Mongolia","A","Annual","6","Millions","MG","Imports of goods","35.911906","41.236293","43.212966","33.592525","38.349974","43.08179","35.66436701066077","43.05345241773382","47.98199378841794"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.ARG.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","ARG","Argentina","A","Annual","6","Millions","MG","Imports of goods","684.176001","679.196952","850.610506","825.764582","808.653482","1011.034176","741.062167619563","399.3800293605657","545.3104336025874"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.SYC.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","SYC","Seychelles","A","Annual","6","Millions","MG","Imports of goods","1.384327","1.833616","0.714568","1.918693","0.110048","0.028659","0.01432959072576816","0.00151639048897387","0.02297267175500022"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.CHE.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","CHE","Switzerland","A","Annual","6","Millions","MG","Imports of goods","1951.521839","2213.866776","2648.010423","2873.486658","2727.422199","3395.452631","2920.764479784178","2648.6519221636","2337.420234033319"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.TGO.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","TGO","Togo","A","Annual","6","Millions","MG","Imports of goods","0.004559","0.004853","0.003273","0.018962","1.236486","0.959671","0.012856","0.009952","0.008204"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.ARE.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","ARE","United Arab Emirates","A","Annual","6","Millions","MG","Imports of goods","272.603319","170.795239","205.669423","234.7993","348.438516","276.303482","87.30069205863463","67.56585069005574","55.71093160900171"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.VNM.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","VNM","Vietnam","A","Annual","6","Millions","MG","Imports of goods","2466.099676","3323.692139","3623.868754","3781.918669","4044.961413","4893.004942","2378.019026432004","2661.61884592316","3555.836189466797"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.SDN.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","SDN","Sudan","A","Annual","6","Millions","MG","Imports of goods","0.348398","0.787641","1.103069","0.658351","0.182403","0.272329","2.178632","",""
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.SWZ.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","SWZ","Eswatini, Kingdom of","A","Annual","6","Millions","MG","Imports of goods","1.055153","0.547288","1.662301","1.926099","1.61758","2.367736","0.582369794110364","0.3967154073425602","0.4052044210719042"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.G110.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","G110","Advanced Economies","A","Annual","6","Millions","XG","Exports of goods","154637.584304","187713.830945","237810.170661","222962.878782","166070.249157","243737.390608","234387.0975731466","81442.6105290221","56819.66482489456"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.G163.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","G163","Euro Area (EA)","A","Annual","6","Millions","XG","Exports of goods","101329.067432","121489.495842","155911.801631","142942.064246","92751.874735","153642.756783","170036.6816997858","37847.17287196662","25419.53236906495"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.G163.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","G163","Euro Area (EA)","A","Annual","6","Millions","MG","Imports of goods","53622.418453","66561.317956","68344.747102","67907.427101","62944.423588","76210.810003","43449.62677816274","30489.31573787207","28252.74492753724"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.GX405.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","GX405","Middle East","A","Annual","6","Millions","MG","Imports of goods","1174.322755","1278.564989","1617.96669","1461.13437","2035.361895","2351.437415","1866.779106793854","1541.996077000673","1884.668180713688"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.GX405.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","GX405","Middle East","A","Annual","6","Millions","XG","Exports of goods","9668.443623","13516.478097","14267.990651","12156.957814","11930.225675","17378.138575","24682.66337544243","26168.07784150346","27634.29207779963"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.KNA.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","KNA","St. Kitts and Nevis","A","Annual","6","Millions","MG","Imports of goods","0.028768","0.000003","0.018903","0.022057","0.006573","0.008363","0.01594269746514576","0.01233886983523447","0.01017445335868187"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.G001.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","G001","World","A","Annual","6","Millions","XG","Exports of goods","285499.878698","355720.095268","449185.267235","419731.67898","337884.78914","492048.058897","594337.0752153641","471105.3738915014","439037.4246027954"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.GX170.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","GX170","Europe","A","Annual","6","Millions","MG","Imports of goods","24672.487425","31237.246396","33305.367347","33468.190628","32415.578704","38685.732581","37619.56746971412","34738.04781864891","29566.94061752092"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.TUN.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","TUN","Tunisia","A","Annual","6","Millions","MG","Imports of goods","110.300977","135.626009","136.532518","141.142833","124.866006","145.801357","115.2860300214626","122.4129429763579","139.2401529568402"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.G205.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","G205","Latin America and the Caribbean (LAC)","A","Annual","6","Millions","MG","Imports of goods","6969.917501","8315.298135","8374.888736","7871.023538","7321.051266","8685.766842","6988.711016553024","5273.775643031622","5149.743955021446"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.GX170.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","GX170","Europe","A","Annual","6","Millions","XG","Exports of goods","52060.543661","66158.029884","82412.956116","73823.121809","56804.523279","87555.008184","120589.3039374292","92412.16175479572","81238.79625306433"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.SSD.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","SSD","South Sudan, Republic of","A","Annual","6","Millions","MG","Imports of goods","","0.011262","0.009749","0.140031","0.74613","3.548229","23.4907","18.180486","14.990587"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.G080.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","G080","EMDEs by Source of Export Earnings: Fuel","A","Annual","6","Millions","MG","Imports of goods","6429.402562","7773.109584","8701.174754","8725.47318","8953.559395","11561.441638","12632.28532139116","13580.72406385283","3333.588497628449"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.G080.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","G080","EMDEs by Source of Export Earnings: Fuel","A","Annual","6","Millions","XG","Exports of goods","22724.389802","26788.187037","27078.488632","26571.738392","28052.142015","38060.588093","44845.51612235747","43779.41606450122","27776.99529944361"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.ZMB.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","ZMB","Zambia","A","Annual","6","Millions","MG","Imports of goods","13.329203","11.228829","6.17424","14.038381","11.672032","15.750137","3.070798327148024","0.08573176276729508","2.51022293667045"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.G505.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","G505","Emerging and Developing Asia","A","Annual","6","Millions","XG","Exports of goods","38950.424685","51780.156162","72771.352033","69934.381035","63158.610318","87035.472242","152460.6957908422","188587.0396867161","194956.9237136735"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.G505.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","G505","Emerging and Developing Asia","A","Annual","6","Millions","MG","Imports of goods","48998.118887","61848.374424","66153.201764","69063.543001","69167.187171","90736.570439","94517.64991752105","133775.0326903312","142367.5672160109"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.GX605.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","GX605","Africa","A","Annual","6","Millions","MG","Imports of goods","2358.871143","2631.279884","2924.225836","2849.683768","2582.729353","3027.945159","10283.58783683222","14385.39760484547","29637.69175405033"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.G200.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","G200","Emerging Market and Developing Economies","A","Annual","6","Millions","XG","Exports of goods","130534.33735","167537.241312","210332.220744","195854.906632","171341.664658","247734.30014","359506.6995175881","389338.2786526006","381884.0143268849"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.TJK.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","TJK","Tajikistan, Republic of","A","Annual","6","Millions","MG","Imports of goods","26.395928","25.219903","44.28956","36.841468","42.610498","98.317898","119.6916369336616","182.7332272123669","318.3181989445066"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.G603.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","G603","Sub-Saharan Africa (SSA)","A","Annual","6","Millions","XG","Exports of goods","2202.332869","2086.584194","3139.077101","3027.116662","3384.436511","5244.638992","4574.199433428834","6273.557755445483","7054.067902598971"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.G603.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","G603","Sub-Saharan Africa (SSA)","A","Annual","6","Millions","MG","Imports of goods","1288.622194","1405.043911","1704.288191","1712.117145","1538.304403","1832.289205","9171.208284250582","13384.77753353161","28532.98021908394"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.TWN.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","TWN","Taiwan Province of China","A","Annual","6","Millions","MG","Imports of goods","1610.113058","1925.593841","2143.52817","2022.157159","1929.899873","2392.157517","1541.306930841635","1434.816480899689","1081.955307988823"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.ZWE.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","ZWE","Zimbabwe","A","Annual","6","Millions","MG","Imports of goods","58.414604","50.596343","36.133617","29.869346","45.75214","34.898036","9.375552359818399","1.237979898983783","8.104302417961438"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.GBR.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","GBR","United Kingdom","A","Annual","6","Millions","MG","Imports of goods","3431.240462","4047.759355","4039.957007","4036.591526","3389.024167","4464.650719","1590.691000638601","1087.793708639854","963.1912808782566"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.TUR.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","TUR","Türkiye, Republic of","A","Annual","6","Millions","MG","Imports of goods","2156.197617","3371.079165","4203.819136","4950.085755","5110.286393","6511.050081","10534.68678522415","12300.1705277233","9653.927968665511"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.ATG.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","ATG","Antigua and Barbuda","A","Annual","6","Millions","XG","Exports of goods","0.006108","","0.001521","","","0.029297","0.00135963061830873","0.00004974258359666084",""
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.MDV.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","MDV","Maldives","A","Annual","6","Millions","XG","Exports of goods","0.548801","0.471167","3.320908","3.199875","1.430081","12.519687","9.026865194275707","0.9623780089186664","1.197166926110388"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.BRN.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","BRN","Brunei Darussalam","A","Annual","6","Millions","XG","Exports of goods","0.07195","0.094862","0.810711","1.102368","70.528739","2.513197","0.9653326386876152","","1.998627628154648"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.CIV.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","CIV","Côte d'Ivoire","A","Annual","6","Millions","MG","Imports of goods","235.398083","180.441107","190.682362","195.50226","230.020985","257.400485","214.584949","166.076744","136.93738"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.TX910.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","TX910","Other Countries n.i.e.","A","Annual","6","Millions","MG","Imports of goods","43.334534","17.555966","17.347645","18.399345","16.567075","14.856791","6.556317857977815","7.185257035517451","9.697519151104849"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.ETH.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","ETH","Ethiopia, The Federal Democratic Republic of","A","Annual","6","Millions","XG","Exports of goods","194.487806","61.432268","85.586441","41.190298","37.793663","194.694458","43.96659180540005","18.30277111942444","48.98767108622522"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.BDI.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","BDI","Burundi","A","Annual","6","Millions","XG","Exports of goods","6.334725","5.605575","10.409304","5.06672","5.752176","8.992676","0.01729","0.012404","0.012664"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.MLI.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","MLI","Mali","A","Annual","6","Millions","XG","Exports of goods","16.970968","94.059886","41.148187","83.761218","95.151489","88.656663","64.94565594969449","31.1788492644097","31.05546062587466"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.ARG.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","ARG","Argentina","A","Annual","6","Millions","XG","Exports of goods","163.004038","211.371824","394.50672","322.048702","86.235421","370.0279","157.9867888714038","79.50773987561298","69.78761871206082"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.MNG.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","MNG","Mongolia","A","Annual","6","Millions","XG","Exports of goods","895.686658","1326.922642","1601.615091","1735.341694","1355.643046","1819.252578","2429.996223042718","2220.456557274363","2864.494844222389"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.TX898.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","TX898","Countries & Areas not specified","A","Annual","6","Millions","XG","Exports of goods","46.350903","118.165229","638.007364","680.758337","276.496323","445.568323","424.018217","304.186656","310.549705"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.JPN.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","JPN","Japan","A","Annual","6","Millions","XG","Exports of goods","9380.594157","10623.964457","12535.908254","11380.79885","9294.093393","10759.600486","11664.76282535608","5747.227254259886","4393.558622989147"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.BIH.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","BIH","Bosnia and Herzegovina","A","Annual","6","Millions","XG","Exports of goods","57.902363","72.803715","87.740067","38.078823","48.915856","108.381484","101.3431505979925","72.81777754623952","52.36369146130884"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.OMN.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","OMN","Oman","A","Annual","6","Millions","XG","Exports of goods","118.351522","112.044668","152.51894","236.007455","207.721499","168.175746","310.1837456139567","303.1613156295822","159.1055762730774"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.ISL.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","ISL","Iceland","A","Annual","6","Millions","XG","Exports of goods","31.088459","14.3609","15.913204","40.532325","41.860098","21.630762","13.41054408600361","1.786720322240978","0.1223279333129883"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.PNG.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","PNG","Papua New Guinea","A","Annual","6","Millions","XG","Exports of goods","32.269488","1.071752","0.962382","1.22547","0.767851","0.544009","0.3749009113323703","0.2689513696480486","0.2745788126491824"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.COD.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","COD","Congo, Democratic Republic of the","A","Annual","6","Millions","XG","Exports of goods","22.011953","18.261609","33.10204","35.281294","68.69436","118.087621","100.5030849792562","94.81317049345418","83.07727315086679"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.HND.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","HND","Honduras","A","Annual","6","Millions","XG","Exports of goods","20.058537","26.613134","27.989426","42.255599","54.825578","143.102389","115.4225314110904","104.5047835762999","85.10379183737666"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.DEU.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","DEU","Germany","A","Annual","6","Millions","XG","Exports of goods","21100.729145","25368.803096","34002.141235","27854.681046","18638.396496","29650.332973","28267.74544212242","2204.408886663794","1211.966571004466"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.MAR.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","MAR","Morocco","A","Annual","6","Millions","XG","Exports of goods","724.211305","894.881932","926.814943","772.539084","780.937839","1210.822994","1342.566237644454","537.7599009462049","380.2142426736313"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.TX598.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","TX598","Asia not specified","A","Annual","6","Millions","XG","Exports of goods","62.886996","2.365183","56.400986","66.073548","73.553399","115.84919","121.789751","87.370815","89.198458"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.AZE.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","AZE","Azerbaijan, Republic of","A","Annual","6","Millions","XG","Exports of goods","1507.487057","1937.178319","1705.094888","2315.397154","2048.14425","2323.962572","3062.858737362917","3541.683012466105","4055.918646669603"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.YEM.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","YEM","Yemen, Republic of","A","Annual","6","Millions","MG","Imports of goods","0.172207","0.025487","0.126408","0.118636","0.27782","0.157332","","",""
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.SUR.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","SUR","Suriname","A","Annual","6","Millions","MG","Imports of goods","0.104053","0.097199","0.061952","0.048591","0.017396","0.029654","","0.08706885542535383","0.006367644802921929"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.GX901.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","GX901","CIS","A","Annual","6","Millions","MG","Imports of goods","19655.850288","24364.820311","26251.639986","26560.253718","25364.311684","31972.095199","34462.2099988945","39175.14800783554","28985.47371296574"
"IMF.STA:IMTS(1.0.0)","RUS.MG_CIF_USD.G001.A","OBS_VALUE","RUS","Russian Federation","MG_CIF_USD","Imports of goods, Cost insurance freight (CIF), US dollar","G001","World","A","Annual","6","Millions","MG","Imports of goods","182267.576704","226098.170856","237509.707802","242627.666411","231429.507458","293656.038248","239268.0220906298","265017.5343640951","268125.8941613444"
"IMF.STA:IMTS(1.0.0)","RUS.XG_FOB_USD.GX605.A","OBS_VALUE","RUS","Russian Federation","XG_FOB_USD","Exports of goods, Free on board (FOB), US dollar","GX605","Africa","A","Annual","6","Millions","XG","Exports of goods","11416.217695","14801.422246","17476.100659","13469.697049","12252.741611","14691.399613","15387.53305871816","18597.16978199407","21898.91570788793"
